0, 11.500340659599482, 0.6485714285714286
5, 6.744542441997065, 0.8857142857142857
10, 5.043872411182231, 0.8628571428571429
15, 4.354419327104718, 0.8857142857142857
20, 4.173795361462142, 0.8942857142857142
25, 4.0325953081433275, 0.9228571428571428
30, 4.1173439956620514, 0.8971428571428571
35, 3.83310521798586, 0.9057142857142857
40, 3.585523591134908, 0.9028571428571428
45, 3.6500637944626537, 0.9114285714285715
50, 3.629950843595954, 0.9057142857142857
55, 3.4193458962876937, 0.8914285714285715
60, 3.663064201577437, 0.9114285714285715
65, 3.3123237564439454, 0.92
70, 3.278307925240884, 0.8971428571428571
75, 3.1719349865484414, 0.9
80, 3.1314970647620637, 0.9057142857142857
85, 3.1489880713691027, 0.9171428571428571
90, 3.317873111517315, 0.9142857142857143
95, 3.03862413381476, 0.9028571428571428
100, 3.234754990344448, 0.9171428571428571
105, 2.9126067712529293, 0.9257142857142857
110, 2.934733610074091, 0.9
115, 2.953918282215221, 0.9085714285714286
120, 3.1645859369014837, 0.9
125, 3.01411738838791, 0.9285714285714286
130, 2.6653288524929293, 0.8971428571428571
135, 2.997739865710281, 0.9
140, 2.889753772712838, 0.9142857142857143
145, 2.7040956588777396, 0.9057142857142857
150, 2.7968988421177525, 0.92
155, 2.921488402533042, 0.9114285714285715
160, 2.6514621702677803, 0.9228571428571428
165, 2.651161356001462, 0.9314285714285714
170, 2.8772426950339134, 0.8971428571428571
175, 2.8748558967448035, 0.9142857142857143
180, 2.800670043616377, 0.9171428571428571
185, 2.7904682827354828, 0.9142857142857143
190, 2.723794170196448, 0.9228571428571428
195, 2.9067258566154806, 0.9028571428571428
200, 2.736292242544165, 0.9057142857142857
205, 2.748815542205833, 0.9171428571428571
210, 2.5505404969973373, 0.9085714285714286
215, 2.3658972561772464, 0.9171428571428571
220, 2.615264075312815, 0.9114285714285715
225, 2.541018119577348, 0.9228571428571428
230, 2.4757564520423028, 0.9285714285714286
235, 2.5590434362157475, 0.9028571428571428
240, 2.42010890595437, 0.9171428571428571
245, 2.5026799711246097, 0.9028571428571428
